,S1,S2,时间戳,S1持仓量,S2持仓量,交易金额,资金存量,日期
106,601088.SH,600104.SH,93312000,-190000.0,-478900900.0,6167121380000.0,151797601454343.0,2017-11-29
107,601088.SH,600104.SH,93315000,-200000.0,-495322000.0,5189786489999.999,156989446513204.2,2017-11-29
108,601088.SH,600104.SH,93318000,-210000.0,-512743100.0,5505685490000.0,162497316036093.0,2017-11-29
109,601088.SH,600104.SH,93321000,-220000.0,-531064200.0,5791826600000.0,168291440264626.06,2017-11-29
110,601088.SH,600104.SH,93324000,-230000.0,-546285300.0,4813751709999.999,173107097890732.03,2017-11-29
111,601088.SH,600104.SH,93327000,-240000.0,-560506400.0,4497652709999.999,177606529367152.16,2017-11-29
112,601088.SH,600104.SH,93330000,-250000.0,-574827500.0,4527830599999.999,182136150005075.7,2017-11-29
113,601088.SH,600104.SH,93333000,-260000.0,-588248600.0,4242089489999.9995,186379914538899.66,2017-11-29
114,601088.SH,600104.SH,93336000,-270000.0,-598669700.0,3294392489999.9995,189675602485440.38,2017-11-29
115,601088.SH,600104.SH,93339000,-280000.0,-609990800.0,3579833599999.9995,193256844823043.66,2017-11-29
116,601088.SH,600104.SH,93342000,-290000.0,-622211900.0,3865454709999.9995,197123821658778.53,2017-11-29
117,601088.SH,600104.SH,93345000,-300000.0,-632433000.0,3233256710000.0,200358347029810.3,2017-11-29
118,601088.SH,600104.SH,93348000,-310000.0,-643754100.0,3579833599999.9995,203939587014502.88,2017-11-29
119,601088.SH,600104.SH,93351000,-320000.0,-655075200.0,3579833599999.9995,207520826225163.72,2017-11-29
120,601088.SH,600104.SH,93354000,-330000.0,-666296300.0,3549355709999.9995,211071574579839.7,2017-11-29
121,601088.SH,600104.SH,93357000,-340000.0,-677417400.0,3518857819999.9995,214591812070536.8,2017-11-29
122,601088.SH,600104.SH,93400000,-350000.0,-687738500.0,3263834599999.9995,217856923624080.97,2017-11-29
123,601088.SH,600104.SH,93403000,-360000.0,-698059600.0,3263834599999.9995,221122034382055.7,2017-11-29
124,601088.SH,600104.SH,93406000,-370000.0,-709280700.0,3549355709999.9995,224672779588914.22,2017-11-29
125,601088.SH,600104.SH,93409000,-380000.0,-720601800.0,3579833599999.9995,228254014095741.72,2017-11-29
126,601088.SH,600104.SH,93412000,-390000.0,-731822900.0,3549355709999.9995,231804757746584.38,2017-11-29
127,601088.SH,600104.SH,93415000,-400000.0,-742944000.0,3518857819999.9995,235324990533448.2,2017-11-29
128,601088.SH,600104.SH,93418000,-410000.0,-754165100.0,3549355709999.9995,238875732616346.4,2017-11-29
129,601088.SH,600104.SH,93421000,-420000.0,-764386200.0,3233256710000.0,242110248570102.38,2017-11-29
130,601088.SH,600104.SH,93424000,-430000.0,-776607300.0,3865454709999.9995,245977214416309.47,2017-11-29
131,601088.SH,600104.SH,93427000,-440000.0,-786728400.0,3202658820000.0,249181118696392.4,2017-11-29
132,601088.SH,600104.SH,93430000,-450000.0,-794849500.0,2570260820000.0,251752371393395.72,2017-11-29
133,601088.SH,600104.SH,93433000,-460000.0,-803970600.0,2886459820000.0,254639948661414.03,2017-11-29
134,601088.SH,600104.SH,93436000,-470000.0,-812191700.0,2601058710000.0,257242009974484.78,2017-11-29
135,601088.SH,600104.SH,93439000,-480000.0,-819312800.0,2254061820000.0,259496934902290.56,2017-11-29
136,601088.SH,600104.SH,93442000,-490000.0,-826433900.0,2254061820000.0,261751859029225.3,2017-11-29
137,601088.SH,600104.SH,93445000,-500000.0,-833455000.0,2223143930000.0,263975852122981.78,2017-11-29
138,601088.SH,600104.SH,93448000,-510000.0,-838476100.0,1590545930000.0,265566993581220.66,2017-11-29
139,601088.SH,600104.SH,93451000,-520000.0,-844497200.0,1906844930000.0,267474559645474.28,2017-11-29
140,601088.SH,600104.SH,93454000,-530000.0,-851518300.0,2223143930000.0,269698550366107.75,2017-11-29
141,601088.SH,600104.SH,93457000,-540000.0,-857539400.0,1906844930000.0,271606114893563.75,2017-11-29
142,601088.SH,600104.SH,93500000,-550000.0,-862560500.0,1590545930000.0,273197253192719.28,2017-11-29
143,601088.SH,600104.SH,93503000,-560000.0,-867581600.0,1590545930000.0,274788390688021.62,2017-11-29
144,601088.SH,600104.SH,93506000,-570000.0,-872602700.0,1590545930000.0,276379527397363.66,2017-11-29
145,601088.SH,600104.SH,93509000,-580000.0,-877523800.0,1559408040000.0,277939512984930.75,2017-11-29
146,601088.SH,600104.SH,93512000,-590000.0,-880444900.0,926610040000.0,278866446856377.53,2017-11-29
147,601088.SH,600104.SH,93515000,-600000.0,-886566000.0,1937862820000.0,280805036881700.06,2017-11-29
148,601088.SH,600104.SH,93518000,-610000.0,-889687100.0,989265820000.0,281794650024622.44,2017-11-29
149,601088.SH,600104.SH,93521000,-620000.0,-894808200.0,1621663820000.0,283416913091558.94,2017-11-29
150,601088.SH,600104.SH,93524000,-630000.0,-898729300.0,1243009040000.0,284660369284244.44,2017-11-29
151,601088.SH,600104.SH,93527000,-640000.0,-902650400.0,1243009040000.0,285903824670094.6,2017-11-29
152,601088.SH,600104.SH,93530000,-650000.0,-908571500.0,1875807040000.0,287780330199813.1,2017-11-29
153,601088.SH,600104.SH,93533000,-660000.0,-914492600.0,1875807040000.0,289656834986315.4,2017-11-29
154,601088.SH,600104.SH,93536000,-670000.0,-920413700.0,1875807040000.0,291533338987188.7,2017-11-29
155,601088.SH,600104.SH,93539000,-680000.0,-924334800.0,1243009040000.0,292776791272273.0,2017-11-29
156,601088.SH,600104.SH,93542000,-690000.0,-931155900.0,2161248150000.0,294938848858036.25,2017-11-29
157,601088.SH,600104.SH,93545000,-700000.0,-936977000.0,1844749150000.0,296784280221047.1,2017-11-29
158,601088.SH,600104.SH,93548000,-710000.0,-940898100.0,1243009040000.0,298027730149244.56,2017-11-29
159,601088.SH,600104.SH,93551000,-720000.0,-945719200.0,1528250150000.0,299556534366032.8,2017-11-29
160,601088.SH,600104.SH,93554000,-730000.0,-952540300.0,2161248150000.0,301718588830486.5,2017-11-29
161,601088.SH,600104.SH,93557000,-740000.0,-960361400.0,2477747150000.0,304197268062406.9,2017-11-29
162,601088.SH,600104.SH,93600000,-750000.0,-967182500.0,2161248150000.0,306359321028499.5,2017-11-29
163,601088.SH,600104.SH,93603000,-760000.0,-974003600.0,2161248150000.0,308521373184774.6,2017-11-29
164,601088.SH,600104.SH,93606000,-770000.0,-979824700.0,1844749150000.0,310366799050702.1,2017-11-29
165,601088.SH,600104.SH,93609000,-780000.0,-987745800.0,2508605040000.0,312876345339816.75,2017-11-29
166,601088.SH,600104.SH,93612000,-790000.0,-994866900.0,2254061820000.0,315131245933668.1,2017-11-29
167,601088.SH,600104.SH,93615000,-800000.0,-1002788000.0,2508605040000.0,317640790677701.44,2017-11-29
168,601088.SH,600104.SH,93618000,-810000.0,-1012909100.0,3202658820000.0,320844665857040.3,2017-11-29
169,601088.SH,600104.SH,93621000,-820000.0,-1022830200.0,3141403040000.0,323987260041156.2,2017-11-29
170,601088.SH,600104.SH,93654000,-820000.0,-1022830200.0,-323510310220000.0,926794449566.3567,2017-11-29
171,601088.SH,600104.SH,93657000,0.0,0.0,0.0,926794449566.3567,2017-11-29
172,601088.SH,600104.SH,93754000,-10000.0,-5521100.0,1751455480000.0,2678949038633.012,2017-11-29
173,601088.SH,600104.SH,93757000,-20000.0,-9042200.0,1117857480000.0,3797251592150.6997,2017-11-29
174,601088.SH,600104.SH,93800000,-30000.0,-10463300.0,452721590000.00006,4250151613099.389,2017-11-29
175,601088.SH,600104.SH,93803000,-40000.0,-12284400.0,578753150000.0001,4829132780582.849,2017-11-29
176,601088.SH,600104.SH,93806000,-50000.0,-13705500.0,452721590000.00006,5282031226297.412,2017-11-29
177,601088.SH,600104.SH,93809000,-60000.0,-16426600.0,863874260000.0,6146245893179.509,2017-11-29
178,601088.SH,600104.SH,93812000,-70000.0,-15347700.0,-338985960000.0,5807118770266.602,2017-11-29
179,601088.SH,600104.SH,93815000,-80000.0,-14268800.0,-338985960000.0,5467990851452.901,2017-11-29
180,601088.SH,600104.SH,93818000,-90000.0,-13089900.0,-370743850000.0,5097091561062.154,2017-11-29
181,601088.SH,600104.SH,93821000,-100000.0,-10911000.0,-687242850000.0,4409565977672.995,2017-11-29
182,601088.SH,600104.SH,93824000,-100000.0,-10911000.0,-3476030400000.0,938338495439.988,2017-11-29
183,601088.SH,600104.SH,93827000,-10000.0,2078899.9999999998,-655384959999.9999,282690627185.17615,2017-11-29
184,601088.SH,600104.SH,93830000,-10000.0,2078899.9999999998,655383959999.9999,937157185094.2352,2017-11-29
185,601088.SH,600104.SH,93833000,-10000.0,5178900.0,-1636739850000.0,-700237821909.2097,2017-11-29
186,601088.SH,600104.SH,93836000,-10000.0,5178900.0,1636220960000.0,933698905040.6019,2017-11-29
187,601328.SH,600048.SH,93012000,10000.0,-8767900.0,-1034854990000.0,1034859999747.2,2017-11-29
188,601328.SH,600048.SH,93015000,10000.0,-8767900.0,-1034854990000.0,-338982205.83994627,2017-11-29
189,601328.SH,600048.SH,93018000,0.0,0.0,0.0,-338982205.83994627,2017-11-29
190,601169.SH,600000.SH,93009000,10000.0,-1359000.0,-175648200000.0,175653163382.0,2017-11-29
191,601169.SH,600000.SH,93012000,20000.0,-2718000.0,-175648200000.0,351242614203.4286,2017-11-29
192,601169.SH,600000.SH,93015000,30000.0,-4077000.0,-175648200000.0,526773615621.2857,2017-11-29
193,601169.SH,600000.SH,93018000,40000.0,-4976000.0,-116030100000.0,642628067635.5714,2017-11-29
194,601169.SH,600000.SH,93021000,50000.0,-6875000.0,-245929100000.0,888342689165.6334,2017-11-29
195,601169.SH,600000.SH,93024000,60000.0,-8314000.0,-186319000000.0,1074365473440.3383,2017-11-29
196,601169.SH,600000.SH,93027000,60000.0,-8314000.0,-1075482600000.0,-1481534655.048042,2017-11-29
197,601169.SH,600000.SH,93030000,0.0,0.0,0.0,-1481534655.048042,2017-11-29
198,601818.SH,600048.SH,93018000,-10000.0,5868000.0,-693183600000.0,-693455567803.72,2017-11-29
199,601818.SH,600048.SH,93021000,-10000.0,5868000.0,692596800000.0,-1824636322.415382,2017-11-29
200,601288.SH,600000.SH,93009000,10000.0,-1346600.0,-174414680000.0,174419793669.2,2017-11-29
201,601288.SH,600000.SH,93012000,10000.0,-1346600.0,-174413680000.0,-52324994.94680786,2017-11-29
202,601288.SH,600000.SH,93015000,0.0,0.0,0.0,-52324994.94680786,2017-11-29
203,601211.SH,600048.SH,93009000,-10000.0,18528000.0,-2186120800000.0,-2186990143115.96,2017-11-29
204,601211.SH,600048.SH,93012000,-10000.0,18528000.0,2186120800000.0,-3919279888.448092,2017-11-29
205,601336.SH,600036.SH,125901000,10000.0,5093800.0,1486608280000.0,484358552.7697754,2017-11-29
206,601988.SH,600048.SH,93012000,10000.0,-3148300.0,-371422230000.0,371427336474.6,2017-11-29
207,601988.SH,600048.SH,93015000,10000.0,-3148300.0,-371422230000.0,-118640139.17986085,2017-11-29
208,601988.SH,600048.SH,93018000,0.0,0.0,0.0,-118640139.17986085,2017-11-29
209,600309.SH,601939.SH,93009000,10000.0,68921800.0,4897197800000.0,-4897194035718.0,2017-11-29
210,600309.SH,601939.SH,93012000,10000.0,68921800.0,4904080980000.0,8503171131.110821,2017-11-29
211,601939.SH,600309.SH,93009000,-10000.0,-19548000.0,7331210000000.0,7334145264007.0,2017-11-29
212,601939.SH,600309.SH,93012000,-20000.0,-38006000.0,6905848800000.0,14242753812327.723,2017-11-29
213,601939.SH,600309.SH,93018000,-30000.0,-57554000.0,7331210000000.0,21576892870820.58,2017-11-29
214,601939.SH,600309.SH,93021000,-40000.0,-76102000.0,6956211000000.0,28535883278396.77,2017-11-29
215,601939.SH,600309.SH,93024000,-40000.0,-76102000.0,-28480212400000.0,95354003226.077,2017-11-29
216,601939.SH,600309.SH,93027000,0.0,0.0,0.0,95354003226.077,2017-11-29
217,601939.SH,600309.SH,93030000,-10000.0,-18548000.0,6956211000000.0,7054345116576.077,2017-11-29
218,601939.SH,600309.SH,93033000,-20000.0,-37096000.0,6956211000000.0,14013335994336.791,2017-11-29
219,601939.SH,600309.SH,93036000,-30000.0,-56644000.0,7331210000000.0,21347475524008.22,2017-11-29
220,601939.SH,600309.SH,93042000,-30000.0,-56644000.0,-21243630000000.0,133444779955.60156,2017-11-29
221,601939.SH,600309.SH,93045000,0.0,0.0,0.0,133444779955.60156,2017-11-29
222,601939.SH,600309.SH,93127000,-10000.0,-18598000.0,6984260000000.0,7120496104490.901,2017-11-29
223,601939.SH,600309.SH,93130000,-10000.0,-18598000.0,-6984260000000.0,145967653939.58524,2017-11-29
224,601939.SH,600309.SH,93133000,0.0,0.0,0.0,145967653939.58524,2017-11-29
225,601939.SH,600309.SH,93136000,-10000.0,-18598000.0,6984260000000.0,7133018978474.885,2017-11-29
226,601939.SH,600309.SH,93139000,-20000.0,-38196000.0,7359759000000.0,14495719154770.898,2017-11-29
227,601939.SH,600309.SH,93142000,-30000.0,-56804000.0,6989875800000.0,21488388053425.582,2017-11-29
228,601939.SH,600309.SH,93145000,-30000.0,-56804000.0,-21332035000000.0,186076204991.78656,2017-11-29
229,601939.SH,600309.SH,93148000,0.0,0.0,0.0,186076204991.78656,2017-11-29
230,601939.SH,600309.SH,93151000,-10000.0,-18608000.0,6989875800000.0,7178745574162.346,2017-11-29
231,601939.SH,600309.SH,93154000,-20000.0,-37226000.0,6995493600000.0,14177034753178.28,2017-11-29
232,601939.SH,600309.SH,93157000,-30000.0,-55834000.0,6989875800000.0,21169703651170.266,2017-11-29
233,601939.SH,600309.SH,93209000,-40000.0,-75432000.0,7359759000000.0,28532401236978.19,2017-11-29
234,601939.SH,600309.SH,93212000,-40000.0,-75432000.0,-28327564000000.0,244307637433.92532,2017-11-29
235,601939.SH,600309.SH,93215000,0.0,0.0,0.0,244307637433.92532,2017-11-29
236,601939.SH,600309.SH,93218000,-10000.0,-18538000.0,6950607200000.0,7197692710945.065,2017-11-29
237,601939.SH,600309.SH,93330000,0.0,920000.0,7279947800000.0,-82261023008.60645,2017-11-29
238,601939.SH,600309.SH,93333000,0.0,920000.0,344264000000.0,262002976991.39355,2017-11-29
0,600000.SH,600104.SH,93006000,10000.0,5739000.0,1783251500000.0,-1783243683079.4,2017-11-30
1,600000.SH,600104.SH,93009000,10000.0,5739000.0,1782102700000.0,-552331260.5583692,2017-11-30
2,600050.SH,601668.SH,150002000,10000.0,4700000.0,454246000000.0,156368277.75964844,2017-11-30
3,600104.SH,600000.SH,93006000,-10000.0,22440400.0,-2896194680000.0,-2897345196749.096,2017-11-30
4,600104.SH,600000.SH,93009000,-10000.0,22440400.0,2893952640000.0,-7430719534.391036,2017-11-30
5,601398.SH,601288.SH,93016000,-10000.0,2337900.0,-87080250000.0,-87106958865.625,2017-11-30
6,601398.SH,601288.SH,93019000,-10000.0,2337900.0,87079250000.0,-150077210.01845092,2017-11-30
7,601668.SH,600050.SH,150002000,-10000.0,-3911700.0,273610490000.0,273727799735.353,2017-11-30
8,601088.SH,600104.SH,93009000,-10000.0,10792000.0,-3346362600000.0,-3347692765079.72,2017-11-30
9,601088.SH,600104.SH,93012000,-10000.0,10792000.0,3345283400000.0,-7075248941.821336,2017-11-30
